Time Series 1,Time Series 2,Time Series 3,Time Series 4,Time Series 5,Time Series 6,Time Series 7,Time Series 8
-4.638133976432050054e-01,8.856595197696046640e-01,9.545611925416074284e-01,7.678227005363690294e-01,6.280630691057553783e-01,5.487552564969087054e-01,5.067306723828894910e-01,4.855899474545907757e-01
-4.631173575548120924e-01,8.860239801404965476e-01,9.543268084004137286e-01,7.673192257423022689e-01,6.274516316539855421e-01,5.480984256333726323e-01,5.060533362517911637e-01,4.849031272497602019e-01
-4.624210317209322962e-01,8.863878938306191113e-01,9.540918354352991848e-01,7.668152775088316053e-01,6.268398070617450246e-01,5.474412565906490169e-01,5.053756878835145017e-01,4.842160078575263871e-01
-4.617244205712022764e-01,8.867512606154357435e-01,9.538562737912436029e-01,7.663108561468958690e-01,6.262275957065324139e-01,5.467837497742153996e-01,5.046977276961719383e-01,4.835285897018432033e-01
-4.610275245354337192e-01,8.871140802707472295e-01,9.536201236135891657e-01,7.658059619677253238e-01,6.256149979660847738e-01,5.461259055897561554e-01,5.040194561080680868e-01,4.828408732068519282e-01
-4.603303440436151694e-01,8.874763525726935276e-01,9.533833850480414318e-01,7.653005952828414449e-01,6.250020142183770888e-01,5.454677244431636041e-01,5.033408735376991849e-01,4.821528587968765822e-01
-4.596328795259095323e-01,8.878380772977495505e-01,9.531460582406701132e-01,7.647947564040583623e-01,6.243886448416241519e-01,5.448092067405384542e-01,5.026619804037537609e-01,4.814645468964245389e-01
-4.589351314126563497e-01,8.881992542227306053e-01,9.529081433379049670e-01,7.642884456434806406e-01,6.237748902142767893e-01,5.441503528881898033e-01,5.019827771251121895e-01,4.807759379301881908e-01
-4.582371001343686356e-01,8.885598831247877305e-01,9.526696404865423462e-01,7.637816633135040556e-01,6.231607507150247471e-01,5.434911632926326952e-01,5.013032641208461371e-01,4.800870323230417291e-01
-4.575387861217345975e-01,8.889199637814119148e-01,9.524305498337387599e-01,7.632744097268153727e-01,6.225462267227945823e-01,5.428316383605903406e-01,5.006234418102177841e-01,4.793978305000434204e-01
-4.568401898056178578e-01,8.892794959704325430e-01,9.521908715270150925e-01,7.627666851963939010e-01,6.219313186167506613e-01,5.421717784989930067e-01,4.999433106126804915e-01,4.787083328864331633e-01
-4.561413116170548454e-01,8.896384794700156196e-01,9.519506057142523847e-01,7.622584900355052762e-01,6.213160267762934952e-01,5.415115841149761300e-01,4.992628709478786897e-01,4.780185399076349317e-01
-4.554421519872574597e-01,8.899969140586663219e-01,9.517097525436970518e-01,7.617498245577107863e-01,6.207003515810617378e-01,5.408510556158837579e-01,4.985821232356456023e-01,4.773284519892538325e-01
-4.547427113476085192e-01,8.903547995152301109e-01,9.514683121639557761e-01,7.612406890768579348e-01,6.200842934109291882e-01,5.401901934092643298e-01,4.979010678960073544e-01,4.766380695570770487e-01
-4.540429901296681447e-01,8.907121356188892891e-01,9.512262847239992825e-01,7.607310839070859920e-01,6.194678526460065671e-01,5.395289979028732308e-01,4.972197053491766439e-01,4.759473930370736738e-01
-4.533429887651665990e-01,8.910689221491663314e-01,9.509836703731584517e-01,7.602210093628231080e-01,6.188510296666409616e-01,5.388674695046700158e-01,4.965380360155578487e-01,4.752564228553941561e-01
-4.526427076860076726e-01,8.914251588859222197e-01,9.507404692611285402e-01,7.597104657587883114e-01,6.182338248534143821e-01,5.382056086228217406e-01,4.958560603157440294e-01,4.745651594383705763e-01
-4.519421473242679621e-01,8.917808456093564429e-01,9.504966815379646272e-01,7.591994534099887337e-01,6.176162385871449834e-01,5.375434156656992979e-01,4.951737786705172617e-01,4.738736032125150377e-01
-4.512413081121969816e-01,8.921359821000099943e-01,9.502523073540858345e-01,7.586879726317219408e-01,6.169982712488865095e-01,5.368808910418785274e-01,4.944911915008479708e-01,4.731817546045211653e-01
-4.505401904822147197e-01,8.924905681387619305e-01,9.500073468602721061e-01,7.581760237395731572e-01,6.163799232199278499e-01,5.362180351601399941e-01,4.938082992278962635e-01,4.724896140412628287e-01
-4.498387948669144154e-01,8.928446035068295927e-01,9.497618002076637644e-01,7.576636070494172648e-01,6.157611948817921510e-01,5.355548484294693212e-01,4.931251022730090972e-01,4.717971819497930874e-01
-4.491371216990604487e-01,8.931980879857736033e-01,9.495156675477656183e-01,7.571507228774180254e-01,6.151420866162374823e-01,5.348913312590549696e-01,4.924416010577223890e-01,4.711044587573464670e-01
-4.484351714115876186e-01,8.935510213574906491e-01,9.492689490324421886e-01,7.566373715400270816e-01,6.145225988052566146e-01,5.342274840582904583e-01,4.917577960037587959e-01,4.704114448913359059e-01
-4.477329444376032530e-01,8.939034034042208088e-01,9.490216448139198180e-01,7.561235533539847342e-01,6.139027318310763537e-01,5.335633072367723662e-01,4.910736875330296569e-01,4.697181407793541430e-01
-4.470304412103842107e-01,8.942552339085422242e-01,9.487737550447867818e-01,7.556092686363184985e-01,6.132824860761574293e-01,5.328988012043007760e-01,4.903892760676331064e-01,4.690245468491728853e-01
-4.463276621633777697e-01,8.946065126533728762e-01,9.485252798779909567e-01,7.550945177043447698e-01,6.126618619231938290e-01,5.322339663708787194e-01,4.897045620298542956e-01,4.683306635287426412e-01
-4.456246077302020159e-01,8.949572394219733606e-01,9.482762194668441502e-01,7.545793008756677134e-01,6.120408597551135754e-01,5.315688031467126207e-01,4.890195458421642272e-01,4.676364912461925538e-01
-4.449212783446453434e-01,8.953074139979437795e-01,9.480265739650167722e-01,7.540636184681770438e-01,6.114194799550783932e-01,5.309033119422107427e-01,4.883342279272210873e-01,4.669420304298299018e-01
-4.442176744406639011e-01,8.956570361652240742e-01,9.477763435265419423e-01,7.535474708000523547e-01,6.107977229064815994e-01,5.302374931679844083e-01,4.876486087078693576e-01,4.662472815081406541e-01
-4.435137964523855336e-01,8.960061057080965785e-01,9.475255283058118261e-01,7.530308581897584563e-01,6.101755889929507681e-01,5.295713472348471118e-01,4.869626886071389271e-01,4.655522449097878601e-01
-4.428096448141053409e-01,8.963546224111826888e-01,9.472741284575818543e-01,7.525137809560483726e-01,6.095530785983446220e-01,5.289048745538134089e-01,4.862764680482459245e-01,4.648569210636119275e-01
-4.421052199602884536e-01,8.967025860594475262e-01,9.470221441369660598e-01,7.519962394179600107e-01,6.089301921067556966e-01,5.282380755360999158e-01,4.855899474545910532e-01,4.641613103986305666e-01
-4.414005223255680899e-01,8.970499964381949409e-01,9.467695754994398527e-01,7.514782338948194917e-01,6.083069299025070098e-01,5.275709505931250876e-01,4.849031272497605349e-01,4.634654133440393453e-01
-4.406955523447459444e-01,8.973968533330713981e-01,9.465164227008394660e-01,7.509597647062381531e-01,6.076832923701546152e-01,5.269035001365067750e-01,4.842160078575264426e-01,4.627692303292091913e-01
-4.399903104527913000e-01,8.977431565300644234e-01,9.462626858973615107e-01,7.504408321721145469e-01,6.070592798944850488e-01,5.262357245780664439e-01,4.835285897018433143e-01,4.620727617836889456e-01
-4.392847970848425820e-01,8.980889058155040461e-01,9.460083652455628656e-01,7.499214366126318865e-01,6.064348928605174383e-01,5.255676243298241790e-01,4.828408732068523168e-01,4.613760081372020871e-01
-4.385790126762028618e-01,8.984341009760608010e-01,9.457534609023600103e-01,7.494015783482589343e-01,6.058101316535012826e-01,5.248991998040002382e-01,4.821528587968765822e-01,4.606789698196490090e-01
-4.378729576623457964e-01,8.987787417987479488e-01,9.454979730250296921e-01,7.488812576997511128e-01,6.051849966589167851e-01,5.242304514130159410e-01,4.814645468964246500e-01,4.599816472611057416e-01
-4.371666324789102998e-01,8.991228280709204768e-01,9.452419017712102578e-01,7.483604749881495044e-01,6.045594882624750754e-01,5.235613795694923356e-01,4.807759379301882463e-01,4.592840408918228978e-01
-4.364600375617019301e-01,8.994663595802759870e-01,9.449852472988979901e-01,7.478392305347782987e-01,6.039336068501180987e-01,5.228919846862493115e-01,4.800870323230418402e-01,4.585861511422271164e-01
-4.357531733466927237e-01,8.998093361148534752e-01,9.447280097664499943e-01,7.473175246612475675e-01,6.033073528080170611e-01,5.222222671763065982e-01,4.793978305000434204e-01,4.578879784429193411e-01
-4.350460402700210838e-01,9.001517574630348850e-01,9.444701893325827546e-01,7.467953576894524881e-01,6.026807265225734289e-01,5.215522274528827662e-01,4.787083328864333298e-01,4.571895232246752094e-01
-4.343386387679920579e-01,9.004936234135453299e-01,9.442117861563735781e-01,7.462727299415733428e-01,6.020537283804190398e-01,5.208818659293961151e-01,4.780185399076348762e-01,4.564907859184450523e-01
-4.336309692770746738e-01,9.008349337554512060e-01,9.439528003972571524e-01,7.457496417400720778e-01,6.014263587684139933e-01,5.202111830194616759e-01,4.773284519892539435e-01,4.557917669553526174e-01
-4.329230322339044368e-01,9.011756882781630784e-01,9.436932322150296537e-01,7.452260934076977428e-01,6.007986180736482051e-01,5.195401791368945421e-01,4.766380695570768267e-01,4.550924667666957357e-01
-4.322148280752817207e-01,9.015158867714336832e-01,9.434330817698450833e-01,7.447020852674811620e-01,6.001705066834401858e-01,5.188688546957064274e-01,4.759473930370738404e-01,4.543928857839456548e-01
-4.315063572381718782e-01,9.018555290253584822e-01,9.431723492222190419e-01,7.441776176427387091e-01,5.995420249853385952e-01,5.181972101101082195e-01,4.752564228553941561e-01,4.536930244387472055e-01
-4.307976201597041310e-01,9.021946148303777724e-01,9.429110347330222908e-01,7.436526908570679772e-01,5.989131733671180235e-01,5.175252457945073159e-01,4.745651594383705763e-01,4.529928831629184138e-01
-4.300886172771721805e-01,9.025331439772733555e-01,9.426491384634890780e-01,7.431273052343521091e-01,5.982839522167840984e-01,5.168529621635089555e-01,4.738736032125150377e-01,4.522924623884487239e-01
-4.293793490280352065e-01,9.028711162571714244e-01,9.423866605752097003e-01,7.426014610987565767e-01,5.976543619225683779e-01,5.161803596319145537e-01,4.731817546045211653e-01,4.515917625475014963e-01
-4.286698158499138711e-01,9.032085314615415639e-01,9.421236012301336116e-01,7.420751587747286271e-01,5.970244028729305708e-01,5.155074386147232568e-01,4.724896140412627177e-01,4.508907840724117322e-01
-4.279600181805938153e-01,9.035453893821969729e-01,9.418599605905713101e-01,7.415483985869991690e-01,5.963940754565586477e-01,5.148341995271301652e-01,4.717971819497931985e-01,4.501895273956853516e-01
-4.272499564580232168e-01,9.038816898112949083e-01,9.415957388191890098e-01,7.410211808605827732e-01,5.957633800623673981e-01,5.141606427845274441e-01,4.711044587573464670e-01,4.494879929500019689e-01
-4.265396311203134005e-01,9.042174325413366853e-01,9.413309360790123037e-01,7.404935059207742309e-01,5.951323170794989847e-01,5.134867688025022137e-01,4.704114448913358504e-01,4.487861811682110069e-01
-4.258290426057383948e-01,9.045526173651667889e-01,9.410655525334269411e-01,7.399653740931516621e-01,5.945008868973217231e-01,5.128125779968375486e-01,4.697181407793541985e-01,4.480840924833333072e-01
-4.251181913527339318e-01,9.048872440759753166e-01,9.407995883461747200e-01,7.394367857035738512e-01,5.938690899054313022e-01,5.121380707835123669e-01,4.690245468491730518e-01,4.473817273285614071e-01
-4.244070777998992794e-01,9.052213124672964240e-01,9.405330436813577055e-01,7.389077410781840216e-01,5.932369264936488973e-01,5.114632475787008747e-01,4.683306635287426412e-01,4.466790861372568755e-01
-4.236957023859940774e-01,9.055548223330077695e-01,9.402659187034344557e-01,7.383782405434035079e-01,5.926043970520222803e-01,5.107881087987716784e-01,4.676364912461924428e-01,4.459761693429531992e-01
-4.229840655499400581e-01,9.058877734673324023e-01,9.399982135772222414e-01,7.378482844259375284e-01,5.919715019708250425e-01,5.101126548602886723e-01,4.669420304298300128e-01,4.452729773793528412e-01
-4.222721677308208243e-01,9.062201656648382064e-01,9.397299284678964915e-01,7.373178730527706337e-01,5.913382416405558173e-01,5.094368861800097070e-01,4.662472815081407651e-01,4.445695106803282393e-01
-4.215600093678801286e-01,9.065519987204379015e-01,9.394610635409906818e-01,7.367870067511695931e-01,5.907046164519399456e-01,5.087608031748873660e-01,4.655522449097878601e-01,4.438657696799218622e-01
-4.208475909005230942e-01,9.068832724293881542e-01,9.391916189623950029e-01,7.362556858486807299e-01,5.900706267959259232e-01,5.080844062620675228e-01,4.648569210636119275e-01,4.431617548123453210e-01
-4.201349127683149942e-01,9.072139865872915765e-01,9.389215948983583582e-01,7.357239106731318090e-01,5.894362730636891756e-01,5.074076958588904507e-01,4.641613103986305666e-01,4.424574665119783146e-01
-4.194219754109816400e-01,9.075441409900975032e-01,9.386509915154868100e-01,7.351916815526304827e-01,5.888015556466283940e-01,5.067306723828894910e-01,4.634654133440393453e-01,4.417529052133696843e-01
-4.187087792684082155e-01,9.078737354340979948e-01,9.383798089807440235e-01,7.346589988155647344e-01,5.881664749363673117e-01,5.060533362517911637e-01,4.627692303292093023e-01,4.410480713512375806e-01
-4.179953247806402206e-01,9.082027697159316126e-01,9.381080474614498232e-01,7.341258627906007694e-01,5.875310313247530392e-01,5.053756878835143906e-01,4.620727617836888346e-01,4.403429653604672422e-01
-4.172816123878821948e-01,9.085312436325836405e-01,9.378357071252835242e-01,7.335922738066881221e-01,5.868952252038575068e-01,5.046977276961718273e-01,4.613760081372020871e-01,4.396375876761131618e-01
-4.165676425304981056e-01,9.088591569813835314e-01,9.375627881402807118e-01,7.330582321930523282e-01,5.862590569659762441e-01,5.040194561080680868e-01,4.606789698196491201e-01,4.389319387333951994e-01
-4.158534156490099054e-01,9.091865095600074609e-01,9.372892906748315767e-01,7.325237382791991436e-01,5.856225270036271580e-01,5.033408735376991849e-01,4.599816472611057416e-01,4.382260189677022466e-01
-4.151389321840995295e-01,9.095133011664777722e-01,9.370152148976870210e-01,7.319887923949145447e-01,5.849856357095524206e-01,5.026619804037537609e-01,4.592840408918231199e-01,4.375198288145909498e-01
-4.144241925766060652e-01,9.098395315991619769e-01,9.367405609779529962e-01,7.314533948702619526e-01,5.843483834767164709e-01,5.019827771251121895e-01,4.585861511422271164e-01,4.368133687097827123e-01
-4.137091972675273066e-01,9.101652006567749753e-01,9.364653290850908363e-01,7.309175460355847864e-01,5.837107706983081234e-01,5.013032641208461371e-01,4.578879784429193411e-01,4.361066390891669697e-01
-4.129939466980181439e-01,9.104903081383766139e-01,9.361895193889213651e-01,7.303812462215030221e-01,5.830727977677361284e-01,5.006234418102176731e-01,4.571895232246752094e-01,4.353996403887989697e-01
-4.122784413093919520e-01,9.108148538433751273e-01,9.359131320596193460e-01,7.298444957589167448e-01,5.824344650786328348e-01,4.999433106126803250e-01,4.564907859184450523e-01,4.346923730449003820e-01
-4.115626815431184249e-01,9.111388375715240295e-01,9.356361672677180330e-01,7.293072949790040393e-01,5.817957730248526360e-01,4.992628709478785787e-01,4.557917669553525064e-01,4.339848374938579112e-01
-4.108466678408242978e-01,9.114622591229240012e-01,9.353586251841045085e-01,7.287696442132186592e-01,5.811567220004710821e-01,4.985821232356456023e-01,4.550924667666959023e-01,4.332770341722246288e-01
-4.101304006442940131e-01,9.117851182980221125e-01,9.350805059800254559e-01,7.282315437932952440e-01,5.805173123997858786e-01,4.979010678960070768e-01,4.543928857839457103e-01,4.325689635167174196e-01
-4.094138803954665562e-01,9.121074148976129337e-01,9.348018098270793885e-01,7.276929940512426587e-01,5.798775446173151105e-01,4.972197053491765883e-01,4.536930244387473721e-01,4.318606259642205347e-01
-4.086971075364387862e-01,9.124291487228383124e-01,9.345225368972248647e-01,7.271539953193494332e-01,5.792374190477984630e-01,4.965380360155577377e-01,4.529928831629182473e-01,4.311520219517799291e-01
-4.079800825094634376e-01,9.127503195751868192e-01,9.342426873627737161e-01,7.266145479301802101e-01,5.785969360861971111e-01,4.958560603157440294e-01,4.522924623884487239e-01,4.304431519166087572e-01
-4.072628057569469551e-01,9.130709272564943024e-01,9.339622613963943776e-01,7.260746522165755223e-01,5.779560961276909437e-01,4.951737786705170952e-01,4.515917625475014963e-01,4.297340162960818777e-01
-4.065452777214527691e-01,9.133909715689449982e-01,9.336812591711114440e-01,7.255343085116546797e-01,5.773148995676815609e-01,4.944911915008481929e-01,4.508907840724116212e-01,4.290246155277393503e-01
-4.058274988456992416e-01,9.137104523150699764e-01,9.333996808603040041e-01,7.249935171488114394e-01,5.766733468017900544e-01,4.938082992278962080e-01,4.501895273956854626e-01,4.283149500492854922e-01
-4.051094695725588335e-01,9.140293692977480289e-01,9.331175266377076394e-01,7.244522784617167810e-01,5.760314382258571175e-01,4.931251022730091527e-01,4.494879929500020799e-01,4.276050202985866577e-01
-4.043911903450577161e-01,9.143477223202052251e-01,9.328347966774119815e-01,7.239105927843167976e-01,5.753891742359429351e-01,4.924416010577222780e-01,4.487861811682108959e-01,4.268948267136721819e-01
-4.036726616063797679e-01,9.146655111860179099e-01,9.325514911538632656e-01,7.233684604508345828e-01,5.747465552283284040e-01,4.917577960037589624e-01,4.480840924833333072e-01,4.261843697327352687e-01
-4.029538837998586920e-01,9.149827356991078187e-01,9.322676102418625543e-01,7.228258817957682325e-01,5.741035815995114699e-01,4.910736875330296569e-01,4.473817273285615181e-01,4.254736497941308815e-01
-4.022348573689843998e-01,9.152993956637458517e-01,9.319831541165647382e-01,7.222828571538908449e-01,5.734602537462094585e-01,4.903892760676331064e-01,4.466790861372568755e-01,4.247626673363764094e-01
-4.015155827573990699e-01,9.156154908845526297e-01,9.316981229534817555e-01,7.217393868602515195e-01,5.728165720653591864e-01,4.897045620298541846e-01,4.459761693429531992e-01,4.240514227981514450e-01
-4.007960604088985912e-01,9.159310211664943857e-01,9.314125169284777073e-01,7.211954712501738030e-01,5.721725369541156292e-01,4.890195458421641161e-01,4.452729773793527301e-01,4.233399166182965634e-01
-4.000762907674311752e-01,9.162459863148882944e-01,9.311263362177734093e-01,7.206511106592552451e-01,5.715281488098498119e-01,4.883342279272208653e-01,4.445695106803283503e-01,4.226281492358147096e-01
-3.993562742770984664e-01,9.165603861354002513e-01,9.308395809979441715e-01,7.201063054233700633e-01,5.708834080301539160e-01,4.876486087078693021e-01,4.438657696799220842e-01,4.219161210898690340e-01
-3.986360113821532103e-01,9.168742204340428747e-01,9.305522514459190209e-01,7.195610558786645905e-01,5.702383150128343958e-01,4.869626886071389271e-01,4.431617548123451544e-01,4.212038326197842797e-01
-3.979155025270011969e-01,9.171874890171792805e-01,9.302643477389807014e-01,7.190153623615601619e-01,5.695928701559168639e-01,4.862764680482459800e-01,4.424574665119782035e-01,4.204912842650460614e-01
-3.971947481561992621e-01,9.175001916915216382e-01,9.299758700547682277e-01,7.184692252087532260e-01,5.689470738576444253e-01,4.855899474545908312e-01,4.417529052133696288e-01,4.197784764652996436e-01
-3.964737487144562311e-01,9.178123282641309499e-01,9.296868185712728883e-01,7.179226447572114589e-01,5.683009265164752355e-01,4.849031272497603684e-01,4.410480713512375806e-01,4.190654096603507184e-01
-3.957525046466328078e-01,9.181238985424173826e-01,9.293971934668406876e-01,7.173756213441787599e-01,5.676544285310862747e-01,4.842160078575264981e-01,4.403429653604673533e-01,4.183520842901644055e-01
-3.950310163977386324e-01,9.184349023341402685e-01,9.291069949201721245e-01,7.168281553071694789e-01,5.670075803003686854e-01,4.835285897018431478e-01,4.396375876761130508e-01,4.176385007948656414e-01
-3.943092844129359453e-01,9.187453394474104362e-01,9.288162231103214150e-01,7.162802469839746333e-01,5.663603822234314356e-01,4.828408732068519282e-01,4.389319387333950884e-01,4.169246596147390127e-01
-3.935873091375364230e-01,9.190552096906853263e-01,9.285248782166952708e-01,7.157318967126546916e-01,5.657128346995982104e-01,4.821528587968765822e-01,4.382260189677024131e-01,4.162105611902276459e-01
-3.928650910170013999e-01,9.193645128727739868e-01,9.282329604190547867e-01,7.151831048315439032e-01,5.650649381284085226e-01,4.814645468964246500e-01,4.375198288145909498e-01,4.154962059619330961e-01
-3.921426304969439780e-01,9.196732488028348529e-01,9.279404698975143306e-01,7.146338716792506318e-01,5.644166929096181562e-01,4.807759379301882463e-01,4.368133687097829343e-01,4.147815943706162911e-01
-3.914199280231245304e-01,9.199814172903764131e-01,9.276474068325429867e-01,7.140841975946532472e-01,5.637680994431966131e-01,4.800870323230417291e-01,4.361066390891669697e-01,4.140667268571958104e-01
-3.906969840414540318e-01,9.202890181452583196e-01,9.273537714049610026e-01,7.135340829169033450e-01,5.631191581293294446e-01,4.793978305000434759e-01,4.353996403887990252e-01,4.133516038627475520e-01
-3.899737989979921715e-01,9.205960511776880573e-01,9.270595637959430091e-01,7.129835279854244146e-01,5.624698693684162532e-01,4.787083328864331633e-01,4.346923730449003820e-01,4.126362258285058981e-01
-3.892503733389472975e-01,9.209025161982256069e-01,9.267647841870162440e-01,7.124325331399109507e-01,5.618202335610709142e-01,4.780185399076348762e-01,4.339848374938579112e-01,4.119205931958624944e-01
-3.885267075106763612e-01,9.212084130177810026e-01,9.264694327600617729e-01,7.118810987203294527e-01,5.611702511081219091e-01,4.773284519892538325e-01,4.332770341722244067e-01,4.112047064063653057e-01
-3.878028019596846399e-01,9.215137414476137767e-01,9.261735096973118253e-01,7.113292250669174255e-01,5.605199224106112155e-01,4.766380695570767156e-01,4.325689635167175306e-01,4.104885659017205590e-01
-3.870786571326247927e-01,9.218185012993348471e-01,9.258770151813530136e-01,7.107769125201830462e-01,5.598692478697946395e-01,4.759473930370736738e-01,4.318606259642205347e-01,4.097721721237891912e-01
-3.863542734762976383e-01,9.221226923849069612e-01,9.255799493951226697e-01,7.102241614209060527e-01,5.592182278871413725e-01,4.752564228553942671e-01,4.311520219517800401e-01,4.090555255145901792e-01
-3.856296514376507667e-01,9.224263145166420319e-01,9.252823125219135081e-01,7.096709721101364110e-01,5.585668628643331024e-01,4.745651594383705207e-01,4.304431519166088127e-01,4.083386265162973761e-01
-3.849047914637794277e-01,9.227293675072044676e-01,9.249841047453666310e-01,7.091173449291938713e-01,5.579151532032654570e-01,4.738736032125150377e-01,4.297340162960819332e-01,4.076214755712406768e-01
-3.841796940019256978e-01,9.230318511696082862e-01,9.246853262494797443e-01,7.085632802196694113e-01,5.572630993060464499e-01,4.731817546045211098e-01,4.290246155277394058e-01,4.069040731219051854e-01
-3.834543594994777593e-01,9.233337653172213333e-01,9.243859772185990531e-01,7.080087783234234600e-01,5.566107015749958142e-01,4.724896140412627177e-01,4.283149500492854922e-01,4.061864196109319369e-01
-3.827287884039701771e-01,9.236351097637592877e-01,9.240860578374247014e-01,7.074538395825861192e-01,5.559579604126460017e-01,4.717971819497931429e-01,4.276050202985864912e-01,4.054685154811162318e-01
-3.820029811630837324e-01,9.239358843232922114e-01,9.237855682910081079e-01,7.068984643395563872e-01,5.553048762217410728e-01,4.711044587573464670e-01,4.268948267136722929e-01,4.047503611754078578e-01
-3.812769382246448124e-01,9.242360888102408856e-01,9.234845087647538531e-01,7.063426529370044893e-01,5.546514494052372513e-01,4.704114448913359059e-01,4.261843697327352687e-01,4.040319571369109242e-01
-3.805506600366249104e-01,9.245357230393776993e-01,9.231828794444147945e-01,7.057864057178673267e-01,5.539976803663013705e-01,4.697181407793541985e-01,4.254736497941308815e-01,4.033133038088846933e-01
-3.798241470471410697e-01,9.248347868258268711e-01,9.228806805160993942e-01,7.052297230253528060e-01,5.533435695083124273e-01,4.690245468491728853e-01,4.247626673363765204e-01,4.025944016347413057e-01
-3.790973997044542187e-01,9.251332799850652266e-01,9.225779121662647242e-01,7.046726052029361753e-01,5.526891172348591397e-01,4.683306635287426412e-01,4.240514227981516671e-01,4.018752510580466120e-01
-3.783704184569723350e-01,9.254312023329208658e-01,9.222745745817212404e-01,7.041150525943616900e-01,5.520343239497419452e-01,4.676364912461924428e-01,4.233399166182966189e-01,4.011558525225199512e-01
-3.776432037532455599e-01,9.257285536855741626e-01,9.219706679496284529e-01,7.035570655436425014e-01,5.513791900569712245e-01,4.669420304298298463e-01,4.226281492358147096e-01,4.004362064720327075e-01
-3.769157560419684194e-01,9.260253338595575423e-01,9.216661924574991449e-01,7.029986443950581032e-01,5.507237159607673016e-01,4.662472815081407651e-01,4.219161210898689784e-01,3.997163133506105859e-01
-3.761880757719794355e-01,9.263215426717574807e-01,9.213611482931951535e-01,7.024397894931577735e-01,5.500679020655604434e-01,4.655522449097876936e-01,4.212038326197843907e-01,3.989961736024304484e-01
-3.754601633922601267e-01,9.266171799394111730e-01,9.210555356449313669e-01,7.018805011827562446e-01,5.494117487759911933e-01,4.648569210636118165e-01,4.204912842650459504e-01,3.982757876718214241e-01
-3.747320193519362852e-01,9.269122454801088651e-01,9.207493547012700619e-01,7.013207798089376999e-01,5.487552564969087054e-01,4.641613103986306221e-01,4.197784764652996436e-01,3.975551560032654641e-01
-3.740036441002760337e-01,9.272067391117939650e-01,9.204426056511284537e-01,7.007606257170529984e-01,5.480984256333726323e-01,4.634654133440393453e-01,4.190654096603508294e-01,3.968342790413947885e-01
-3.732750380866898809e-01,9.275006606527628206e-01,9.201352886837701472e-01,7.002000392527191197e-01,5.474412565906491279e-01,4.627692303292092468e-01,4.183520842901642944e-01,3.961131572309950499e-01
-3.725462017607313880e-01,9.277940099216642755e-01,9.198274039888129083e-01,6.996390207618212731e-01,5.467837497742153996e-01,4.620727617836887791e-01,4.176385007948658634e-01,3.953917910169999494e-01
-3.718171355720955584e-01,9.280867867375004465e-01,9.195189517562216697e-01,6.990775705905093451e-01,5.461259055897562664e-01,4.613760081372020316e-01,4.169246596147390682e-01,3.946701808444972870e-01
-3.710878399706193376e-01,9.283789909196276113e-01,9.192099321763135267e-01,6.985156890852016742e-01,5.454677244431632710e-01,4.606789698196490090e-01,4.162105611902275348e-01,3.939483271587226332e-01
-3.703583154062818350e-01,9.286706222877533223e-01,9.189003454397550730e-01,6.979533765925809430e-01,5.448092067405384542e-01,4.599816472611055751e-01,4.154962059619332626e-01,3.932262304050633817e-01
-3.696285623292025480e-01,9.289616806619400702e-01,9.185901917375620673e-01,6.973906334595967316e-01,5.441503528881898033e-01,4.592840408918230644e-01,4.147815943706162356e-01,3.925038910290562510e-01
-3.688985811896425271e-01,9.292521658626032854e-01,9.182794712611007659e-01,6.968274600334636304e-01,5.434911632926328062e-01,4.585861511422270609e-01,4.140667268571958104e-01,3.917813094763878401e-01
-3.681683724380033218e-01,9.295420777105127819e-01,9.179681842020878113e-01,6.962638566616626834e-01,5.428316383605903406e-01,4.578879784429193411e-01,4.133516038627475520e-01,3.910584861928946832e-01
-3.674379365248279239e-01,9.298314160267923123e-01,9.176563307525882340e-01,6.956998236919398337e-01,5.421717784989928957e-01,4.571895232246755980e-01,4.126362258285060647e-01,3.903354216245618069e-01
-3.667072739007968818e-01,9.301201806329173483e-01,9.173439111050167849e-01,6.951353614723049246e-01,5.415115841149762410e-01,4.564907859184449967e-01,4.119205931958626055e-01,3.896121162175232855e-01
-3.659763850167337407e-01,9.304083713507195208e-01,9.170309254521378239e-01,6.945704703510350297e-01,5.408510556158837579e-01,4.557917669553525619e-01,4.112047064063654722e-01,3.888885704180614633e-01
-3.652452703235996023e-01,9.306959880023836229e-01,9.167173739870654314e-01,6.940051506766699019e-01,5.401901934092643298e-01,4.550924667666957912e-01,4.104885659017207256e-01,3.881647846726080098e-01
-3.645139302724956232e-01,9.309830304104496079e-01,9.164032569032622977e-01,6.934394027980144148e-01,5.395289979028732308e-01,4.543928857839457658e-01,4.097721721237893577e-01,3.874407594277411437e-01
-3.637823653146615710e-01,9.312694983978100360e-01,9.160885743945398341e-01,6.928732270641371205e-01,5.388674695046702379e-01,4.536930244387473166e-01,4.090555255145901792e-01,3.867164951301882980e-01
-3.630505759014769906e-01,9.315553917877138490e-01,9.157733266550575069e-01,6.923066238243713588e-01,5.382056086228217406e-01,4.529928831629183583e-01,4.083386265162974871e-01,3.859919922268237880e-01
-3.623185624844588171e-01,9.318407104037627064e-01,9.154575138793263900e-01,6.917395934283140368e-01,5.375434156656991869e-01,4.522924623884488349e-01,4.076214755712408433e-01,3.852672511646683118e-01
